formula,band_gap,e_above_hull,Z_mean,Z_std,Z_range,EN_mean,EN_std,EN_range,EN_max,EN_min,Radius_mean,Radius_std,Radius_range,Mass_mean,Mass_std,IE_mean,IE_std,N_elements,n_alkali,n_alkaline_earth,n_transition,n_halogen,n_chalcogen,metal_ratio,EN_diff_max,A_site_count,B_site_count,X_site_count,A_to_B_ratio,X_to_B_ratio,tolerance_factor_approx
K3YBr6,3.7851,0.054429810000001,30.6,7.683749084919419,20.0,2.144,1.0053775410262555,2.14,2.96,0.82,1.53,0.4781213235152769,1.0500000000000003,68.562475,19.468042704997973,9.012211119,3.469518043197646,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.14,3.0,1.0,6.0,3.0,6.0,0.802985666771164
K3YI6,3.1873,0.08749095999999801,41.4,15.226293048539423,34.0,1.964,0.8594323708122706,1.8400000000000003,2.66,0.82,1.6800000000000002,0.36000000000000015,0.8000000000000003,96.762757,39.35535156286551,8.194681119,2.811110703317491,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.7954951288348658
K3Zn2Cl7,3.6029,0.023384253229168,19.666666666666668,4.6963342678684565,13.0,2.3233333333333333,1.0241609031570946,2.3400000000000003,3.16,0.82,1.3583333333333334,0.5020098493943012,1.2000000000000002,41.35699166666667,10.863943026778871,10.215318015833333,3.6275546490708295,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,6.0,4.0,14.0,1.5,3.5,0.9628688084242348
K3Zr6BeCl15,0.9268999999999991,0.0,22.24,10.33162136356148,36.0,2.3764,0.9736031224272035,2.3400000000000003,3.16,0.82,1.278,0.41014143901829775,1.2000000000000002,48.217843280000004,24.761161151856424,10.2665576476,3.4342044450012192,4.0,1.0,1.0,1.0,1.0,0.0,0.75,2.3400000000000003,6.0,12.0,30.0,0.5,2.5,0.8873496861948832
K4CdCl6,3.982999999999999,0.0,20.545454545454547,8.732006292044087,31.0,2.1754545454545453,1.1037404473908763,2.3400000000000003,3.16,0.82,1.4863636363636363,0.5608803587749389,1.2000000000000002,43.77474545454545,21.771375475082525,9.469297538181818,4.03245609640199,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,8.0,2.0,12.0,4.0,6.0,0.8873496861948832
K4MnBr6,2.3071,0.0,28.272727272727273,7.544906880453246,16.0,2.0536363636363637,1.012200777130279,2.14,2.96,0.82,1.5545454545454545,0.49288323596722255,1.0500000000000003,62.79593136363636,19.22161042796789,8.698141174545455,3.513516096114873,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.14,8.0,2.0,12.0,4.0,6.0,0.9289442027352683
K6Pd3(BrCl2)4,1.2865,0.002208839047619,25.14285714285714,10.80249404309118,29.0,2.316190476190476,0.9958508025109375,2.3400000000000003,3.16,0.82,1.4285714285714284,0.5048742013449227,1.2000000000000002,55.09951428571428,26.714134076307595,9.621466827619047,3.658468277382213,4.0,1.0,0.0,1.0,2.0,0.0,0.5,2.3400000000000003,6.0,3.0,12.0,2.0,4.0,0.9356665488428054
K8Zr6BeBr20,0.9222,0.0,31.314285714285713,8.756292198255178,36.0,2.1517142857142857,0.9508476991289275,2.14,2.96,0.82,1.4557142857142857,0.4315704591656963,1.1500000000000001,70.49207377142858,21.39084787115585,9.146541852571428,3.229164135437837,4.0,1.0,1.0,1.0,1.0,0.0,0.75,2.14,8.0,6.0,20.0,1.3333333333333333,3.3333333333333335,0.8773361914721978
KAuBr4,0.809999999999999,0.0,39.666666666666664,18.535251699277126,60.0,2.533333333333333,0.7814232030226785,2.14,2.96,0.82,1.3583333333333334,0.3834239023442448,1.0500000000000003,92.61347816666665,48.98905524324778,10.136909621666666,2.759076385955514,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.14,4.0,4.0,16.0,1.0,4.0,0.9475230867899737
KAuCl4,1.4211,0.00019320666666500003,27.666666666666664,22.96857756926962,62.0,2.6666666666666665,0.8563228882196768,2.3400000000000003,3.16,0.82,1.2583333333333333,0.4400915308836965,1.2000000000000002,62.97947816666667,59.935631002000655,10.906124955,3.238540347907963,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,4.0,4.0,16.0,1.0,4.0,0.9628688084242348
KAuI3,0.6459,0.0,51.4,19.074590428106184,60.0,2.2680000000000002,0.7254901791202968,1.8400000000000003,2.66,0.82,1.55,0.3255764119219942,0.8500000000000001,123.3556558,50.111177985004694,8.983999546,2.369703600622343,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.8400000000000003,4.0,4.0,12.0,1.0,3.0,0.925667059007844
K2HgCl4,2.297,0.05072369392856901,26.57142857142857,21.82958112848018,63.0,2.3257142857142856,1.0298801198316676,2.3400000000000003,3.16,0.82,1.4142857142857141,0.524890659167824,1.2000000000000002,60.08551428571428,57.38277475854401,10.141337637142856,3.767058950976689,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,8.0,4.0,16.0,2.0,4.0,0.9050966799187808
K2HgCl4,2.3613,0.0,26.57142857142857,21.82958112848018,63.0,2.3257142857142856,1.0298801198316676,2.3400000000000003,3.16,0.82,1.4142857142857141,0.524890659167824,1.2000000000000002,60.08551428571428,57.38277475854401,10.141337637142856,3.767058950976689,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,8.0,4.0,16.0,2.0,4.0,0.9050966799187808
K2HgHCl4,2.1534,0.31208469374999903,23.375,22.101682628252536,79.0,2.31,0.964261375354214,2.3400000000000003,3.16,0.82,1.26875,0.623967897812059,1.9500000000000002,52.70081750000001,57.12198535095436,10.57347475746275,3.704603748435921,4.0,2.0,0.0,1.0,1.0,0.0,0.5,2.3400000000000003,4.0,2.0,8.0,2.0,4.0,0.9050966799187808
K2InAgCl6,1.2922,0.006189198999998,23.6,12.232742946698423,32.0,2.431,0.9515298208674284,2.3400000000000003,3.16,0.82,1.355,0.47772900267829677,1.2000000000000002,51.360079999999996,30.06491127370244,9.984971515999998,3.7486588151814257,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,2.0,6.0,1.0,3.0,0.8787346406978455
K2InAsBr6,0.563599999999999,0.12549906158333302,33.0,8.19756061276768,30.0,2.3360000000000003,0.8524224304885459,2.14,2.96,0.82,1.4,0.4171330722922843,1.0500000000000003,74.73602,20.753172860880813,9.513909316,3.150115588183736,4.0,1.0,0.0,0.0,1.0,0.0,0.5,2.14,2.0,1.0,6.0,2.0,6.0,0.8773361914721978
K2InAsCl6,0.5021999999999991,0.138656177222221,22.200000000000003,10.087616170334794,32.0,2.456,0.9412672309179791,2.3400000000000003,3.16,0.82,1.31,0.47370877129308053,1.2000000000000002,48.06542,25.084693844207067,10.206203116,3.664308391892669,4.0,1.0,0.0,0.0,1.0,0.0,0.5,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.8873496861948832
K2InGaBr6,1.0688,0.08752527899999801,32.8,8.219489035213806,30.0,2.299,0.8663076820622105,2.14,2.96,0.82,1.415,0.4105179655021204,1.0500000000000003,74.21616,20.807054628956976,9.134984516,3.317732346483121,4.0,1.0,0.0,0.0,1.0,0.0,0.75,2.14,2.0,2.0,6.0,1.0,3.0,0.919925326980557
K2InGaCl6,1.7475,0.08634826006250201,22.0,9.889388252060893,32.0,2.419,0.9585035211202931,2.3400000000000003,3.16,0.82,1.3250000000000002,0.47077064479425657,1.2000000000000002,47.54556,24.57135013719026,9.827278316,3.87761915023765,4.0,1.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,2.0,2.0,6.0,1.0,3.0,0.9330893607410112
K2InSbBr6,0.6289,0.08663804850000001,34.8,9.81631295344642,32.0,2.323,0.8556874429369641,2.14,2.96,0.82,1.4300000000000002,0.408778668719394,1.0500000000000003,79.41986,25.09736743482073,9.395893216000001,3.1597079568841533,4.0,1.0,0.0,0.0,1.0,0.0,0.5,2.14,2.0,2.0,6.0,1.0,3.0,0.8938897045188431
K2InSbCl6,1.2295,0.09880258697222101,24.0,13.03073290340954,34.0,2.443,0.9458757846567382,2.3400000000000003,3.16,0.82,1.34,0.4721228653645151,1.2000000000000002,52.74926000000001,32.83697884748839,10.088187016,3.694737578426141,4.0,1.0,0.0,0.0,1.0,0.0,0.5,2.3400000000000003,2.0,2.0,6.0,1.0,3.0,0.9050966799187808
K2InSbI6,0.520099999999999,0.07019000883333301,45.599999999999994,13.358143583597236,34.0,2.1430000000000002,0.7242106047276581,1.8400000000000003,2.66,0.82,1.58,0.3132091952673166,0.8000000000000003,107.62014199999999,34.45800668155917,8.578363216,2.5447761309297894,4.0,1.0,0.0,0.0,1.0,0.0,0.5,1.8400000000000003,2.0,2.0,6.0,1.0,3.0,0.8777877283695074
K2LaAgCl6,3.4632,0.07909750224999801,24.4,14.00142849854971,40.0,2.363,1.0176251765753441,2.3400000000000003,3.16,0.82,1.395,0.5081584398590661,1.2000000000000002,53.768827,35.52218458566648,9.964025946,3.7725689082792515,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,2.0,6.0,1.0,3.0,0.8154024143412439
K2LaAuCl6,2.324,0.178900772625002,27.599999999999998,20.80480713681336,62.0,2.424,1.0080793619551986,2.3400000000000003,3.16,0.82,1.37,0.5035871324805669,1.2000000000000002,62.678663900000004,54.22476850705868,10.128957946,3.699926032619566,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,2.0,6.0,1.0,3.0,0.8538647923762084
K2LaBr5,3.3763,0.0,33.75,11.087718430768343,38.0,2.1925,0.9941296444629342,2.14,2.96,0.82,1.5125000000000002,0.4735174231218954,1.0500000000000003,77.07775875,29.041958117341384,9.1659096825,3.4370021087132936,3.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,2.14,8.0,4.0,20.0,2.0,5.0,0.7641315216048175
K2LaCuCl6,2.125399999999999,0.10163347225000201,22.6,11.99333148045196,40.0,2.36,1.0189406263369816,2.3400000000000003,3.16,0.82,1.37,0.5035871324805669,1.2000000000000002,49.33660700000001,30.9687926612847,9.979040546,3.7633232162184687,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,2.0,6.0,1.0,3.0,0.8538647923762084
K2LaI5,2.7532,0.0,45.0,15.066519173319364,38.0,2.005,0.8494557080860662,1.8400000000000003,2.66,0.82,1.6687500000000002,0.35438106255837104,0.8000000000000003,106.4530525,39.07970566525442,8.3143159325,2.781769207233237,3.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.8400000000000003,8.0,4.0,20.0,2.0,5.0,0.7598759439616631
K2LiBiBr6,2.917399999999999,0.0401285285,33.400000000000006,19.530488985173925,80.0,2.24,0.9369738523566172,2.14,2.96,0.82,1.435,0.4105179655021204,1.0500000000000003,77.3542,50.248892436092554,9.2241418456,3.2616065004431873,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.14,3.0,1.0,6.0,3.0,6.0,0.7649609723745378
K2LiBiCl6,3.6182,0.0,22.6,20.606794995826014,80.0,2.36,1.0297184081097124,2.3400000000000003,3.16,0.82,1.3450000000000002,0.4745787605866913,1.2000000000000002,50.683600000000006,53.508464148525135,9.9164356456,3.8135565004480187,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.7682987141738449
K2LiBiI6,1.9247,0.0783094535,44.2,22.22071105972984,80.0,2.06,0.8001999750062482,1.8400000000000003,2.66,0.82,1.585,0.31308944408906547,0.8000000000000003,105.554482,56.55910141077399,8.4066118456,2.617132849474782,4.0,2.0,0.0,0.0,1.0,0.0,0.75,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.7601397897755385
K2LiInCl6,2.8649999999999993,0.015773579333334002,19.2,10.860939185908371,46.0,2.336,1.0401076867324845,2.3400000000000003,3.16,0.82,1.34,0.4721228653645151,1.2000000000000002,41.267360000000004,26.077281244569953,9.7665196156,3.9413602453471195,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.7833633948439204
K2LiSbBr6,2.3188,0.024960145750000003,30.200000000000003,12.496399481450647,48.0,2.243,0.9363124478506093,2.14,2.96,0.82,1.42,0.4069397989875162,1.0500000000000003,68.63216,30.224477894785874,9.3564291456,3.2066595038693433,4.0,2.0,0.0,0.0,1.0,0.0,0.5,2.14,3.0,1.0,6.0,3.0,6.0,0.8090933361653766
K2LiSbCl6,2.9339,0.039365219249999,19.4,11.412274094149685,48.0,2.363,1.0287667374094092,2.3400000000000003,3.16,0.82,1.33,0.4686149805543993,1.2000000000000002,41.961560000000006,28.04424234035215,10.0487229456,3.7422771192035187,4.0,2.0,0.0,0.0,1.0,0.0,0.5,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.8153374109599987
K2LiSbI6,1.710799999999999,0.07372809550000001,41.0,18.373894524569362,50.0,2.063,0.8001006186724269,1.8400000000000003,2.66,0.82,1.57,0.3155946767611901,0.8000000000000003,96.832442,45.60074342138707,8.5388991456,2.5904189303200207,4.0,2.0,0.0,0.0,1.0,0.0,0.5,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.8001471471321459
K2LiTlBr6,0.559299999999999,0.069473284749999,33.2,19.02524638473836,78.0,2.2,0.9538972691018672,2.14,2.96,0.82,1.465,0.4318854014666392,1.0500000000000003,76.89449,49.04929591550627,9.1064189756,3.3495143271260996,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.14,3.0,1.0,6.0,3.0,6.0,0.6897189095180258
K2LiTlCl6,1.5798,0.037746587750001004,22.4,20.02098898656108,78.0,2.32,1.0497237731898807,2.3400000000000003,3.16,0.82,1.375,0.4986231041578399,1.2000000000000002,50.223890000000004,52.14898360692085,9.798712775599999,3.9099079365168565,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.6888195368455162
K2LiYI6,2.9702,0.061759064999999,39.8,18.070971196922425,50.0,1.98,0.8392377493892897,1.8400000000000003,2.66,0.82,1.605,0.31972644557496344,0.8000000000000003,93.54702699999999,44.86400138362673,8.2997862456,2.681718330448909,4.0,2.0,0.0,1.0,1.0,0.0,0.75,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.7126310529145673
K2LuAgCl6,3.6296,0.0,25.8,17.46310396235446,54.0,2.38,0.9976071371035796,2.3400000000000003,3.16,0.82,1.375,0.48951506616242163,1.2000000000000002,57.37498000000001,44.641865709237564,9.948923045999999,3.7903622115716966,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.8702852691526739
K2LuAuCl6,2.0732,0.08126594927778001,29.0,23.082460874005612,62.0,2.441,0.9868176123276278,2.3400000000000003,3.16,0.82,1.35,0.483735464897913,1.2000000000000002,66.28481690000001,60.05943411134216,10.113855046,3.7187368926904383,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.9628688084242348
K2LuCuCl6,2.4709,0.001292203500002,24.0,16.056151469141042,54.0,2.377,0.9990000000000001,2.3400000000000003,3.16,0.82,1.35,0.483735464897913,1.2000000000000002,52.94276000000001,41.4982315534096,9.963937646,3.781219999541018,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.9628688084242348
K2Mn(NbCl3)6,1.031699999999999,0.015942826319367002,22.777777777777775,9.86326267607651,24.0,2.58037037037037,0.8404958037724651,2.3400000000000003,3.16,0.82,1.2037037037037037,0.34073067617986247,1.2000000000000002,49.21210833333333,23.648769419015462,10.74392072074074,3.2044621037994325,4.0,1.0,0.0,2.0,1.0,0.0,0.75,2.3400000000000003,2.0,7.0,18.0,0.2857142857142857,2.5714285714285716,0.9330893607410112
K2MnCl6,1.0996,0.0,18.333333333333332,2.494438257849294,8.0,2.461111111111111,1.0081495088025216,2.3400000000000003,3.16,0.82,1.3111111111111111,0.4909049340972116,1.2000000000000002,38.42807166666667,6.023877858026523,10.435684828888888,3.678360403530318,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.9428090415820635
K2MnI4,2.0705,0.0,39.285714285714285,15.943778775204235,34.0,1.9757142857142858,0.821633514806365,1.8400000000000003,2.66,0.82,1.6285714285714286,0.3614031611621006,0.8000000000000003,91.536075,41.131409189304904,8.274343637142856,2.688856586279051,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.8400000000000003,4.0,2.0,8.0,2.0,4.0,0.9091372900969896
K2NaBiBr6,3.1276,0.043353953499999,34.2,18.400000000000002,72.0,2.235,0.9437928798205674,2.14,2.96,0.82,1.4700000000000002,0.4249705872175157,1.0500000000000003,78.959076928,48.18840960673989,9.198878042,3.2920304767975086,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.14,3.0,1.0,6.0,3.0,6.0,0.8099586766318634
K2NaBiCl6,3.7886,0.0,23.4,19.975985582694037,72.0,2.355,1.0365061504882642,2.3400000000000003,3.16,0.82,1.3800000000000001,0.49355850717012273,1.2000000000000002,52.28847692800001,52.40165480305727,9.891171841999999,3.844161914869496,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.8158924398306316
K2NaBiI6,2.1103,0.080380875499999,45.0,20.823064135712592,72.0,2.055,0.8070594773621088,1.8400000000000003,2.66,0.82,1.62,0.3155946767611901,0.8000000000000003,107.15935892799999,53.903502834949144,8.381348041999999,2.6471615389915577,4.0,2.0,0.0,0.0,1.0,0.0,0.75,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.8013876853447538
K2NaCrCl6,1.3875,0.0,17.5,3.008321791298265,13.0,2.319,1.0536265941973941,2.3400000000000003,3.16,0.82,1.36,0.48826222462934815,1.2000000000000002,36.59004692800001,6.6532243657132835,9.839271241999999,3.882305253511496,4.0,2.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.8838834764831844
K2NaGaBr6,1.6303,0.114529379999996,29.0,8.625543461139129,24.0,2.214,0.9506545113762414,2.14,2.96,0.82,1.44,0.4253234063627348,1.0500000000000003,65.033336928,21.12279934672473,9.070256642,3.3880015422226526,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.14,3.0,1.0,6.0,3.0,6.0,0.9091372900969896
K2NaGaCl6,2.9202,0.076634205749998,18.2,4.749736834815167,20.0,2.334,1.0451717562200005,2.3400000000000003,3.16,0.82,1.35,0.4883646178829913,1.2000000000000002,38.362736928000004,11.276860175856942,9.762550441999998,3.9492731246657518,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.9223131928520185
K2NaInBr6,2.0195,0.055967704250001006,30.8,10.524257693538296,38.0,2.2110000000000003,0.9519711130071122,2.14,2.96,0.82,1.465,0.4237039060476078,1.0500000000000003,69.542836928,25.913105482330028,9.048962012,3.4078476032828915,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.14,3.0,1.0,6.0,3.0,6.0,0.8249579113843053
K2NaInCl6,3.2151,0.029960392999996,20.0,9.889388252060893,38.0,2.331,1.0467134278301775,2.3400000000000003,3.16,0.82,1.375,0.4915536593292741,1.2000000000000002,42.87223692800001,24.35212722376007,9.741255811999999,3.9700268677868737,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.831890330807703
K2NaInI6,0.6835,0.09717914499999901,41.599999999999994,16.710475756243447,42.0,2.031,0.8113008073458329,1.8400000000000003,2.66,0.82,1.6150000000000002,0.3162672920173695,0.8000000000000003,97.743118928,42.26150825453525,8.231432011999999,2.7455970455515986,4.0,2.0,0.0,0.0,1.0,0.0,0.75,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.814970527469241
K2NaSbBr6,2.5456,0.028807362750000003,31.0,10.881176406988354,40.0,2.238,0.9431521616367107,2.14,2.96,0.82,1.455,0.4227587964785595,1.0500000000000003,70.23703692800001,27.1787839114911,9.331165342,3.238631969044632,4.0,2.0,0.0,0.0,1.0,0.0,0.5,2.14,3.0,1.0,6.0,3.0,6.0,0.8566870618221634
K2NaSbCl6,3.1323,0.04159037175,20.2,10.476640682967036,40.0,2.3579999999999997,1.0355752024841074,2.3400000000000003,3.16,0.82,1.3650000000000002,0.4889018306367855,1.2000000000000002,43.566436928,26.40554526101215,10.023459142,3.774346280254358,4.0,2.0,0.0,0.0,1.0,0.0,0.5,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.8658450381876092
K2NaSbI6,2.0979,0.0767649965,41.8,16.809521111560557,42.0,2.058,0.8069795536443288,1.8400000000000003,2.66,0.82,1.605,0.31972644557496344,0.8000000000000003,98.437318928,42.59200708570231,8.513635342,2.6220286529724324,4.0,2.0,0.0,0.0,1.0,0.0,0.5,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.8435659845734251
K2NaTlBr6,1.0308,0.07155540175000001,34.0,17.871765441612087,70.0,2.1950000000000003,0.9603879424482588,2.14,2.96,0.82,1.5,0.44328320518603015,1.0500000000000003,78.499366928,46.951896821374355,9.081155172,3.3782666663719088,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.14,3.0,1.0,6.0,3.0,6.0,0.7302906100779096
K2NaTlCl6,1.9894,0.036829457,23.2,19.37937047481161,70.0,2.315,1.0561936375494791,2.3400000000000003,3.16,0.82,1.4100000000000001,0.5146843692983109,1.2000000000000002,51.82876692800001,51.02714706648625,9.773448971999999,3.939009959714174,4.0,2.0,0.0,0.0,1.0,0.0,0.75,2.3400000000000003,3.0,1.0,6.0,3.0,6.0,0.7314897736412561
K2NaYI6,3.1298999999999992,0.063173374999999,40.599999999999994,16.53602128687551,42.0,1.975,0.8453076363076346,1.8400000000000003,2.66,0.82,1.6400000000000001,0.3200000000000001,0.8000000000000003,95.151903928,41.92821556684963,8.274522441999999,2.7100360557797276,4.0,2.0,0.0,1.0,1.0,0.0,0.75,1.8400000000000003,3.0,1.0,6.0,3.0,6.0,0.7513009550107066
K2NdAgBr6,3.2105,0.08359632899999901,35.5,11.30707742964556,41.0,2.247,0.9191740857965918,2.14,2.96,0.82,1.475,0.42909789092933104,1.0500000000000003,80.97308,28.705671408549215,9.266542146,3.229803039154062,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.14,2.0,1.0,6.0,2.0,6.0,0.8613846243545215
K2NdAgCl6,3.498599999999999,0.071191651750002,24.7,14.710880327159213,43.0,2.367,1.0127196058139687,2.3400000000000003,3.16,0.82,1.3850000000000002,0.4980210838910338,1.2000000000000002,54.30248,36.813795204401295,9.958835945999999,3.7786316253287753,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.8702852691526739
K2NdAgI6,2.5576,0.091035239,46.3,13.957435294494472,41.0,2.067,0.780897560503297,1.8400000000000003,2.66,0.82,1.625,0.31878676258590166,0.8000000000000003,109.173362,35.97067499099087,8.449012146,2.5908033686421623,4.0,1.0,0.0,1.0,1.0,0.0,0.75,1.8400000000000003,2.0,1.0,6.0,2.0,6.0,0.8485281374238569
K2NdAuCl6,2.2347,0.17118854729166902,27.900000000000002,21.243587267690923,62.0,2.428,1.0028838417284427,2.3400000000000003,3.16,0.82,1.36,0.49284886121406435,1.2000000000000002,63.212316900000005,54.99314427158307,10.123767946,3.7063385481139526,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.9628688084242348
K2NdCuBr6,2.2312,0.09747644700000001,33.7,10.75220907534819,41.0,2.244,0.9202521393618165,2.14,2.96,0.82,1.4500000000000002,0.42836899981207804,1.0500000000000003,76.54086,27.6117105706691,9.281556746,3.2222504580292006,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.14,2.0,1.0,6.0,2.0,6.0,0.9475230867899737
K2NdCuCl6,2.4258,0.09466174075000501,22.9,12.856515857727553,43.0,2.364,1.014053253039504,2.3400000000000003,3.16,0.82,1.36,0.49284886121406435,1.2000000000000002,49.87026,32.515020736736425,9.973850546,3.769421477295475,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.9628688084242348
K2NdCuI6,1.8245,0.12044520416666701,44.5,14.881196188478937,41.0,2.064,0.7814755274479172,1.8400000000000003,2.66,0.82,1.6,0.3293933818400122,0.8500000000000001,104.741142,38.500131904999705,8.464026746,2.5861326743584043,4.0,1.0,0.0,1.0,1.0,0.0,0.75,1.8400000000000003,2.0,1.0,6.0,2.0,6.0,0.925667059007844
K2PdBr3Cl,1.3535,0.0025530471428570002,29.428571428571427,10.279760181432012,29.0,2.2685714285714282,0.9584426142956912,2.3400000000000003,3.16,0.82,1.464285714285714,0.4778779623907924,1.2000000000000002,65.68308571428571,25.61684473747853,9.346747065714284,3.433275581792216,4.0,1.0,0.0,1.0,2.0,0.0,0.5,2.3400000000000003,2.0,1.0,4.0,2.0,4.0,0.9356665488428054
K2PdBr4,1.204899999999999,0.0,32.0,9.023778112773575,27.0,2.2399999999999998,0.9341153186686475,2.14,2.96,0.82,1.4857142857142855,0.459591655489869,1.0500000000000003,72.03322857142857,22.676814026711085,9.181915208571429,3.279744465839394,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.14,2.0,1.0,4.0,2.0,4.0,0.9289442027352683
K2PdBr6,0.5077,0.0,32.666666666666664,8.055363982396381,27.0,2.4,0.8765082239583761,2.14,2.96,0.82,1.411111111111111,0.42867870497467625,1.0500000000000003,73.78228888888889,20.264995651036866,9.766780717777777,3.09250344004109,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.14,2.0,1.0,6.0,2.0,6.0,0.9289442027352683
K2PdBrCl3,1.4958,0.0021904671428560002,24.285714285714285,10.69999046347086,29.0,2.3257142857142856,1.002893772224829,2.3400000000000003,3.16,0.82,1.4214285714285713,0.5098018822872995,1.2000000000000002,52.9828,26.424354831696995,9.676410779999998,3.6994160204563085,4.0,1.0,0.0,1.0,2.0,0.0,0.5,2.3400000000000003,2.0,1.0,4.0,2.0,4.0,0.9356665488428054
K2PdCl4,1.4279,0.0,21.714285714285715,9.952950541914488,29.0,2.354285714285714,1.023200261683999,2.3400000000000003,3.16,0.82,1.4,0.5237229365663818,1.2000000000000002,46.63265714285714,24.459874945239083,9.841242637142855,3.814881270100075,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,2.0,1.0,4.0,2.0,4.0,0.9428090415820635
K2PdCl6,1.2027,0.0,20.666666666666664,8.993825042154693,29.0,2.533333333333333,0.9625429283356088,2.3400000000000003,3.16,0.82,1.3111111111111111,0.4909049340972116,1.2000000000000002,44.14828888888889,22.066613981379422,10.53599605111111,3.606748711030317,3.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.3400000000000003,2.0,1.0,6.0,2.0,6.0,0.9428090415820635
K2PrAgBr6,3.183099999999999,0.089876523499999,35.400000000000006,11.092339699089639,40.0,2.246,0.920382529169258,2.14,2.96,0.82,1.475,0.42909789092933104,1.0500000000000003,80.639645,27.978992770080644,9.261062146,3.2361868375062923,4.0,1.0,0.0,1.0,1.0,0.0,0.75,2.14,2.0,1.0,6.0,2.0,6.0,0.8613846243545215
